member_id,total_tickets,avg_csat,total_repeat_contacts,total_escalations,avg_resolution_time
13252,1,5.0,1,0,34.4
13256,1,4.0,0,1,44.7
13283,1,2.0,1,1,48.8
13359,1,4.0,0,0,21.3
13420,1,5.0,0,0,31.6
13430,1,5.0,0,0,27.1
13446,1,5.0,0,0,7.1
13524,1,3.0,1,0,11.2
13541,1,3.0,0,0,5.5
13566,1,5.0,0,0,47.2
13592,1,5.0,0,0,24.9
13594,1,4.0,0,0,50.8
13613,1,5.0,0,0,26.7
13663,1,4.0,0,0,15.7
13686,1,4.0,0,0,11.2
13704,1,5.0,0,0,47.9
13720,1,4.0,0,0,54.3
13740,1,5.0,1,0,36.2
13742,1,3.0,0,0,7.3
13802,1,5.0,0,0,9.6
13808,1,5.0,0,0,18.2
13824,1,4.0,1,0,34.1
13825,1,5.0,0,0,58.9
13866,1,4.0,0,0,16.5
13918,1,4.0,0,0,10.5
13921,1,5.0,0,0,24.2
13944,1,4.0,0,1,15.5
13949,1,4.0,0,0,11.7
13951,1,5.0,0,0,15.4
13957,1,5.0,0,0,19.3
13967,1,3.0,0,0,60.3
13987,1,3.0,0,0,70.6
14001,2,4.5,0,0,11.2
14014,1,5.0,0,0,19.1
14037,1,3.0,0,1,22.8
14067,1,2.0,1,1,41.8
14098,1,3.0,0,1,22.6
14116,1,5.0,0,0,11.4
14118,1,5.0,0,0,10.9
14138,2,4.5,0,0,15.8
14151,1,4.0,0,1,44.5
14159,1,5.0,0,1,28.0
14172,1,5.0,0,0,12.0
14173,1,5.0,0,0,4.8
14195,1,5.0,1,0,12.7
14217,2,5.0,0,0,9.05
14218,1,4.0,0,0,32.4
14288,1,3.0,0,1,48.5
14292,1,4.0,1,0,11.3
14330,1,4.0,0,0,12.8
14356,1,4.0,0,1,56.3
14364,1,5.0,0,0,33.1
14380,1,5.0,1,0,18.0
14414,1,5.0,1,0,25.8
14420,1,5.0,1,0,11.8
14442,1,4.0,0,1,44.6
14454,1,5.0,0,0,42.3
14489,1,4.0,0,1,9.5
14572,1,2.0,0,1,51.8
14574,1,5.0,0,0,13.4
14593,1,5.0,0,0,33.2
14623,1,5.0,0,1,15.6
14673,1,5.0,1,0,37.9
14699,1,5.0,0,0,14.9
14749,1,5.0,0,0,15.5
14779,2,4.5,0,0,7.15
14797,1,3.0,0,0,55.7
14800,1,5.0,0,0,37.1
14802,1,4.0,0,0,9.0
14808,1,5.0,0,0,32.7
14812,1,5.0,0,1,22.0
14814,1,4.0,0,0,43.6
14817,1,5.0,0,0,15.3
14833,1,5.0,0,0,41.8
14845,1,4.0,0,0,49.6
14853,1,4.0,0,0,71.2
14885,1,5.0,1,0,13.7
14915,1,3.0,0,1,50.4
14935,1,5.0,0,0,6.2
14938,1,3.0,0,0,57.3
14986,1,4.0,0,0,46.9
15070,1,4.0,0,1,42.5
15079,1,3.0,0,1,51.5
15092,1,5.0,0,0,4.0
15099,1,5.0,0,0,12.3
15105,1,5.0,0,0,11.3
15117,1,5.0,0,0,17.1
15118,1,5.0,0,0,33.6
15139,1,4.0,0,1,8.0
15143,1,5.0,0,0,15.5
15161,1,4.0,0,0,48.4
15210,1,5.0,0,0,46.8
15213,1,5.0,1,0,20.6
15216,1,5.0,0,0,6.9
15308,1,5.0,0,0,26.5
15320,1,5.0,0,0,43.2
15325,1,4.0,0,1,2.7
15351,1,5.0,0,0,33.1
15365,1,5.0,1,0,38.3
15369,1,5.0,0,0,18.6
15386,1,5.0,0,0,24.7
15404,1,5.0,0,0,11.0
15408,1,5.0,1,0,47.8
15413,1,5.0,0,0,6.0
15419,1,4.0,0,0,53.3
15422,1,5.0,0,0,13.5
15423,1,4.0,0,0,41.1
15461,1,4.0,1,0,24.6
15537,1,5.0,0,0,9.0
15544,1,3.0,0,1,11.4
15570,2,5.0,0,0,40.1
15584,1,5.0,0,0,3.7
15615,1,5.0,0,0,20.3
15616,1,4.0,0,0,19.0
15676,1,5.0,1,1,18.7
15680,1,4.0,0,0,17.9
15708,1,5.0,0,0,32.7
15718,1,2.0,0,1,60.6
15735,1,5.0,0,0,26.7
15736,1,3.0,0,1,40.2
15781,1,5.0,0,0,57.4
15829,1,5.0,0,0,6.7
15868,1,5.0,1,0,30.9
15906,1,4.0,0,1,27.5
15922,1,5.0,0,0,6.4
15924,1,4.0,0,1,25.0
15938,1,5.0,0,0,36.4
16000,1,5.0,1,0,51.2
16029,1,5.0,1,0,20.0
16035,1,5.0,0,1,30.2
16039,1,4.0,0,0,60.3
16041,1,5.0,0,0,26.6
16071,1,5.0,0,0,18.4
16078,1,4.0,0,0,40.0
16111,1,5.0,0,0,10.2
